"","Site","Date","day_of_year","year","Tidal.elevation","quadrat.number","quad.distance","size","treatment"
"355","Cove Apts","9/8/17",251,"2017","1.5",8,"21",7,"control"
"356","Cove Apts","9/8/17",251,"2017","1.5",8,"21",7,"control"
"357","Cove Apts","9/8/17",251,"2017","1.5",8,"21",5,"control"
"358","Cove Apts","9/8/17",251,"2017","1.5",8,"21",24,"control"
"359","Cove Apts","9/8/17",251,"2017","1.5",8,"21",4,"control"
"360","Cove Apts","9/8/17",251,"2017","1.5",8,"21",7,"control"
"361","Cove Apts","9/8/17",251,"2017","1.5",9,"24",9,"control"
"362","Cove Apts","9/8/17",251,"2017","1.5",9,"24",10,"control"
"363","Cove Apts","9/8/17",251,"2017","1.5",9,"24",10,"control"
"364","Cove Apts","9/8/17",251,"2017","1.5",9,"24",12,"control"
"365","Cove Apts","9/8/17",251,"2017","1.5",9,"24",7,"control"
"366","Cove Apts","9/8/17",251,"2017","1.5",9,"24",12,"control"
"367","Cove Apts","9/8/17",251,"2017","1.5",9,"24",5,"control"
"368","Cove Apts","9/8/17",251,"2017","1.5",9,"24",23,"control"
"369","Cove Apts","9/8/17",251,"2017","1.5",10,"27",10,"control"
"370","Cove Apts","9/8/17",251,"2017","1.5",10,"27",11,"control"
"371","Cove Apts","9/8/17",251,"2017","1.5",10,"27",11,"control"
"372","Cove Apts","9/8/17",251,"2017","1.5",10,"27",9,"control"
"373","Cove Apts","9/8/17",251,"2017","1.5",10,"27",8,"control"
"374","Cove Apts","9/8/17",251,"2017","1.5",10,"27",13,"control"
"375","Cove Apts","9/8/17",251,"2017","1.5",10,"27",21,"control"
"376","Cove Apts","9/8/17",251,"2017","1.5",10,"27",7,"control"
"377","Cove Apts","9/8/17",251,"2017","1.5",10,"27",8,"control"
"378","Cove Apts","9/8/17",251,"2017","1.5",10,"27",6,"control"
"379","Cove Apts","9/8/17",251,"2017","2.5",1,"0",NA,"control"
"380","Cove Apts","9/8/17",251,"2017","2.5",1,"3",19,"control"
"381","Cove Apts","9/8/17",251,"2017","2.5",1,"3",26,"control"
"382","Cove Apts","9/8/17",251,"2017","2.5",1,"3",11,"control"
"383","Cove Apts","9/8/17",251,"2017","2.5",1,"6",7,"control"
"384","Cove Apts","9/8/17",251,"2017","2.5",1,"8",8,"control"
"385","Cove Apts","9/8/17",251,"2017","2.5",1,"8",7,"control"
"386","Cove Apts","9/8/17",251,"2017","2.5",1,"9",6,"control"
"387","Cove Apts","9/8/17",251,"2017","2.5",1,"9",23,"control"
"388","Cove Apts","9/8/17",251,"2017","2.5",1,"9",10,"control"
"389","Cove Apts","9/8/17",251,"2017","2.5",1,"9",8,"control"
"390","Cove Apts","9/8/17",251,"2017","2.5",1,"9",11,"control"
"391","Cove Apts","9/8/17",251,"2017","2.5",1,"9",8,"control"
"392","Cove Apts","9/8/17",251,"2017","2.5",1,"9",8,"control"
"393","Cove Apts","9/8/17",251,"2017","2.5",1,"9",5,"control"
"394","Cove Apts","9/8/17",251,"2017","2.5",1,"9",5,"control"
"395","Cove Apts","9/8/17",251,"2017","2.5",1,"10",4,"control"
"396","Cove Apts","9/8/17",251,"2017","2.5",1,"10",5,"control"
"397","Cove Apts","9/8/17",251,"2017","2.5",1,"10",5,"control"
"398","Cove Apts","9/8/17",251,"2017","2.5",1,"10",6,"control"
"399","Cove Apts","6/14/17",165,"2017","1.5",1,"3.7",19,"control"
"400","Cove Apts","6/14/17",165,"2017","1.5",1,"3.7",19,"control"
"401","Cove Apts","6/14/17",165,"2017","1.5",1,"3.7",21,"control"
"402","Cove Apts","6/14/17",165,"2017","1.5",1,"3.7",20,"control"
"403","Cove Apts","6/14/17",165,"2017","1.5",1,"3.7",21,"control"
"404","Cove Apts","6/14/17",165,"2017","1.5",1,"3.7",20,"control"
"405","Cove Apts","6/14/17",165,"2017","1.5",1,"3.7",26,"control"
"406","Cove Apts","6/14/17",165,"2017","1.5",1,"3.7",22,"control"
"407","Cove Apts","6/14/17",165,"2017","1.5",1,"3.7",17,"control"
"408","Cove Apts","6/14/17",165,"2017","1.5",1,"3.7",21,"control"
"409","Cove Apts","6/14/17",165,"2017","1.5",2,"6.4",22,"control"
"410","Cove Apts","6/14/17",165,"2017","1.5",2,"6.4",23,"control"
"411","Cove Apts","6/14/17",165,"2017","1.5",2,"6.4",23,"control"
"412","Cove Apts","6/14/17",165,"2017","1.5",2,"6.4",21,"control"
"413","Cove Apts","6/14/17",165,"2017","1.5",2,"6.4",20,"control"
"414","Cove Apts","6/14/17",165,"2017","1.5",2,"6.4",18,"control"
"415","Cove Apts","6/14/17",165,"2017","1.5",2,"6.4",21,"control"
"416","Cove Apts","6/14/17",165,"2017","1.5",2,"6.4",19,"control"
"417","Cove Apts","6/14/17",165,"2017","1.5",2,"6.4",21,"control"
"418","Cove Apts","6/14/17",165,"2017","1.5",2,"6.4",19,"control"
"419","Cove Apts","6/14/17",165,"2017","1.5",3,"11.9",21,"control"
"420","Cove Apts","6/14/17",165,"2017","1.5",3,"11.9",22,"control"
"421","Cove Apts","6/14/17",165,"2017","1.5",3,"11.9",25,"control"
"422","Cove Apts","6/14/17",165,"2017","1.5",3,"11.9",22,"control"
"423","Cove Apts","6/14/17",165,"2017","1.5",3,"11.9",21,"control"
"424","Cove Apts","6/14/17",165,"2017","1.5",3,"11.9",24,"control"
"425","Cove Apts","6/14/17",165,"2017","1.5",3,"11.9",22,"control"
"426","Cove Apts","6/14/17",165,"2017","1.5",3,"11.9",18,"control"
"427","Cove Apts","6/14/17",165,"2017","1.5",3,"11.9",19,"control"
"428","Cove Apts","6/14/17",165,"2017","1.5",3,"11.9",20,"control"
"429","Cove Apts","6/14/17",165,"2017","1.5",4,"14",18,"control"
"430","Cove Apts","6/14/17",165,"2017","1.5",4,"14",17,"control"
"431","Cove Apts","6/14/17",165,"2017","1.5",4,"14",18,"control"
"432","Cove Apts","6/14/17",165,"2017","1.5",4,"14",21,"control"
"433","Cove Apts","6/14/17",165,"2017","1.5",4,"14",22,"control"
"434","Cove Apts","6/14/17",165,"2017","1.5",5,"15.3",23,"control"
"435","Cove Apts","6/14/17",165,"2017","1.5",6,"15.5",21,"control"
"436","Cove Apts","6/14/17",165,"2017","1.5",6,"15.5",28,"control"
"437","Cove Apts","6/14/17",165,"2017","1.5",6,"15.5",20,"control"
"438","Cove Apts","6/14/17",165,"2017","1.5",6,"15.5",24,"control"
"439","Cove Apts","6/14/17",165,"2017","1.5",6,"15.5",25,"control"
"440","Cove Apts","6/14/17",165,"2017","1.5",6,"15.5",21,"control"
"441","Cove Apts","6/14/17",165,"2017","1.5",6,"15.5",23,"control"
"442","Cove Apts","6/14/17",165,"2017","1.5",6,"15.5",17,"control"
"443","Cove Apts","6/14/17",165,"2017","1.5",6,"15.5",19,"control"
"444","Cove Apts","6/14/17",165,"2017","1.5",6,"15.5",19,"control"
"445","Cove Apts","6/14/17",165,"2017","1.5",8,"24.6",19,"control"
"446","Cove Apts","6/14/17",165,"2017","1.5",8,"24.6",24,"control"
"447","Cove Apts","6/14/17",165,"2017","1.5",8,"24.6",18,"control"
"448","Cove Apts","6/14/17",165,"2017","1.5",9,"25.6",18,"control"
"449","Cove Apts","6/14/17",165,"2017","1.5",9,"25.6",27,"control"
"450","Cove Apts","6/14/17",165,"2017","1.5",9,"25.6",24,"control"
"451","Cove Apts","6/14/17",165,"2017","1.5",9,"25.6",21,"control"
"452","Cove Apts","6/14/17",165,"2017","1.5",9,"25.6",16,"control"
"453","Cove Apts","6/14/17",165,"2017","1.5",10,"27.3",21,"control"
"454","Cove Apts","6/14/17",165,"2017","1.5",10,"27.3",12,"control"
"455","Cove Apts","6/14/17",165,"2017","1.5",10,"27.3",12,"control"
"456","Cove Apts","6/14/17",165,"2017","1.5",10,"27.3",9,"control"
"457","Cove Apts","6/14/17",165,"2017","1.5",10,"27.3",11,"control"
"458","Cove Apts","6/14/17",165,"2017","1.5",10,"27.3",21,"control"
"459","Cove Apts","6/14/17",165,"2017","1.5",10,"27.3",20,"control"
"460","Cove Apts","6/14/17",165,"2017","1.5",10,"27.3",25,"control"
"461","Cove Apts","6/14/17",165,"2017","1.5",10,"27.3",17,"control"
"462","Lanis Beach","9/8/17",251,"2017","1.5",1,"0",20,"eradication"
"463","Lanis Beach","9/8/17",251,"2017","1.5",1,"0",17,"eradication"
"464","Lanis Beach","9/8/17",251,"2017","1.5",1,"0",17,"eradication"
"465","Lanis Beach","9/8/17",251,"2017","1.5",1,"0",19,"eradication"
"466","Lanis Beach","9/8/17",251,"2017","1.5",1,"0",21,"eradication"
"467","Lanis Beach","9/8/17",251,"2017","1.5",1,"0",20,"eradication"
"468","Lanis Beach","9/8/17",251,"2017","1.5",1,"0",10,"eradication"
"469","Lanis Beach","9/8/17",251,"2017","1.5",1,"0",19,"eradication"
"470","Lanis Beach","9/8/17",251,"2017","1.5",1,"0",21,"eradication"
"471","Lanis Beach","9/8/17",251,"2017","1.5",1,"0",20,"eradication"
"472","Lanis Beach","9/8/17",251,"2017","1.5",4,"9",12,"eradication"
"473","Lanis Beach","9/8/17",251,"2017","1.5",4,"9",21,"eradication"
"474","Lanis Beach","9/8/17",251,"2017","1.5",4,"9",9,"eradication"
"475","Lanis Beach","9/8/17",251,"2017","1.5",4,"9",13,"eradication"
"476","Lanis Beach","9/8/17",251,"2017","1.5",4,"9",10,"eradication"
"477","Lanis Beach","9/8/17",251,"2017","1.5",5,"12",6,"eradication"
"478","Lanis Beach","9/8/17",251,"2017","1.5",5,"12",17,"eradication"
"479","Lanis Beach","9/8/17",251,"2017","1.5",7,"18",18,"eradication"
"480","Lanis Beach","9/8/17",251,"2017","1.5",8,"21",2,"eradication"
"481","Lanis Beach","9/8/17",251,"2017","1.5",9,"24",23,"eradication"
"482","Lanis Beach","9/8/17",251,"2017","1.5",9,"24",3,"eradication"
"483","Lanis Beach","9/8/17",251,"2017","1.5",10,"27",20,"eradication"
"484","Lanis Beach","9/8/17",251,"2017","1.5",10,"27",9,"eradication"
"485","Lanis Boulders","6/14/17",165,"2017","N/A",1,"Boulder 4",17,"eradication"
"486","Lanis Boulders","6/14/17",165,"2017","N/A",1,"Boulder 4",20,"eradication"
"487","Lanis Boulders","6/14/17",165,"2017","N/A",1,"Boulder 4",18,"eradication"
"488","Lanis Boulders","6/14/17",165,"2017","N/A",1,"Boulder 4",19,"eradication"
"489","Lanis Boulders","6/14/17",165,"2017","N/A",1,"Boulder 4",18,"eradication"
"490","Lanis Boulders","6/14/17",165,"2017","N/A",1,"Boulder 4",21,"eradication"
"491","Lanis Boulders","6/14/17",165,"2017","N/A",1,"Boulder 4",20,"eradication"
"492","Lanis Boulders","6/14/17",165,"2017","N/A",1,"Boulder 4",20,"eradication"
"493","Lanis Boulders","6/14/17",165,"2017","N/A",1,"Boulder 4",22,"eradication"
"494","Lanis Boulders","6/14/17",165,"2017","N/A",1,"Boulder 4",20,"eradication"
"495","Lanis Boulders","6/14/17",165,"2017","N/A",1,"Boulder 4",22,"eradication"
"496","Lanis Boulders","6/14/17",165,"2017","N/A",1,"Boulder 4",20,"eradication"
"497","Lanis Boulders","6/14/17",165,"2017","N/A",1,"Boulder 4",23,"eradication"
"498","Lanis Boulders","6/14/17",165,"2017","N/A",1,"Boulder 4",22,"eradication"
"499","Lanis Boulders","6/14/17",165,"2017","N/A",1,"Boulder 4",21,"eradication"
"500","Lanis Boulders","6/14/17",165,"2017","N/A",1,"Boulder 4",19,"eradication"
"501","Lanis Boulders","6/14/17",165,"2017","N/A",1,"Boulder 4",20,"eradication"
"502","Lanis Boulders","6/14/17",165,"2017","N/A",1,"Boulder 4",18,"eradication"
"503","Lanis Boulders","6/14/17",165,"2017","N/A",1,"Boulder 4",21,"eradication"
"504","Lanis Boulders","6/14/17",165,"2017","N/A",1,"Boulder 4",19,"eradication"
"505","Lanis Boulders","6/14/17",165,"2017","N/A",1,"Boulder 4",15,"eradication"
"506","Lanis Boulders","6/14/17",165,"2017","N/A",2,"Boulder 4",19,"eradication"
"507","Lanis Boulders","6/14/17",165,"2017","N/A",2,"Boulder 4",17,"eradication"
"508","Lanis Boulders","6/14/17",165,"2017","N/A",2,"Boulder 4",19,"eradication"
"509","Lanis Boulders","6/14/17",165,"2017","N/A",2,"Boulder 4",20,"eradication"
"510","Lanis Boulders","6/14/17",165,"2017","N/A",2,"Boulder 4",19,"eradication"
"511","Lanis Boulders","6/14/17",165,"2017","N/A",3,"Boulder 3",19,"eradication"
"512","Lanis Boulders","6/14/17",165,"2017","N/A",3,"Boulder 3",19,"eradication"
"513","Lanis Boulders","6/14/17",165,"2017","N/A",3,"Boulder 3",20,"eradication"
"514","Lanis Boulders","6/14/17",165,"2017","N/A",3,"Boulder 3",23,"eradication"
"515","Lanis Boulders","6/14/17",165,"2017","N/A",3,"Boulder 3",24,"eradication"
"516","Lanis Boulders","6/14/17",165,"2017","N/A",3,"Boulder 3",18,"eradication"
"517","Lanis Boulders","6/14/17",165,"2017","N/A",3,"Boulder 3",19,"eradication"
"518","Lanis Boulders","6/14/17",165,"2017","N/A",3,"Boulder 3",17,"eradication"
"519","Lanis Boulders","6/14/17",165,"2017","N/A",3,"Boulder 3",19,"eradication"
"520","Lanis Boulders","6/14/17",165,"2017","N/A",3,"Boulder 3",19,"eradication"
"521","Lanis Boulders","6/14/17",165,"2017","N/A",3,"Boulder 3",21,"eradication"
"522","Lanis Boulders","6/14/17",165,"2017","N/A",3,"Boulder 3",22,"eradication"
"523","Lanis Boulders","6/14/17",165,"2017","N/A",3,"Boulder 3",19,"eradication"
"524","Lanis Boulders","6/14/17",165,"2017","N/A",3,"Boulder 3",18,"eradication"
"525","Lanis Boulders","6/14/17",165,"2017","N/A",4,"Boulder 3",21,"eradication"
"526","Lanis Boulders","6/14/17",165,"2017","N/A",4,"Boulder 3",21,"eradication"
"527","Lanis Boulders","6/14/17",165,"2017","N/A",4,"Boulder 3",19,"eradication"
"528","Lanis Boulders","6/14/17",165,"2017","N/A",4,"Boulder 3",16,"eradication"
"529","Lanis Boulders","6/14/17",165,"2017","N/A",4,"Boulder 3",23,"eradication"
"530","Lanis Boulders","6/14/17",165,"2017","N/A",4,"Boulder 3",16,"eradication"
"531","Lanis Boulders","6/14/17",165,"2017","N/A",4,"Boulder 3",19,"eradication"
"532","Lanis Boulders","6/14/17",165,"2017","N/A",4,"Boulder 3",19,"eradication"
"533","Lanis Boulders","6/14/17",165,"2017","N/A",4,"Boulder 3",21,"eradication"
"534","Lanis Boulders","6/14/17",165,"2017","N/A",4,"Boulder 3",17,"eradication"
"535","Lanis Boulders","6/14/17",165,"2017","N/A",4,"Boulder 3",17,"eradication"
"536","Lanis Boulders","6/14/17",165,"2017","N/A",4,"Boulder 3",15,"eradication"
"537","Lanis Boulders","6/14/17",165,"2017","N/A",4,"Boulder 3",18,"eradication"
"538","Lanis Boulders","6/14/17",165,"2017","N/A",4,"Boulder 3",20,"eradication"
"539","Lanis Boulders","6/14/17",165,"2017","N/A",4,"Boulder 3",19,"eradication"
"540","Lanis Boulders","6/14/17",165,"2017","N/A",4,"Boulder 3",21,"eradication"
"541","Lanis Boulders","6/14/17",165,"2017","N/A",4,"Boulder 3",16,"eradication"
"542","Lanis Boulders","6/14/17",165,"2017","N/A",4,"Boulder 3",17,"eradication"
"543","Lanis Boulders","6/14/17",165,"2017","N/A",4,"Boulder 3",20,"eradication"
"544","Lanis Boulders","6/14/17",165,"2017","N/A",4,"Boulder 3",19,"eradication"
"545","Lanis Boulders","6/14/17",165,"2017","N/A",5,"Boulder 3",21,"eradication"
"546","Lanis Boulders","6/14/17",165,"2017","N/A",5,"Boulder 3",18,"eradication"
"547","Lanis Boulders","6/14/17",165,"2017","N/A",5,"Boulder 3",21,"eradication"
"548","Lanis Boulders","6/14/17",165,"2017","N/A",5,"Boulder 3",21,"eradication"
"549","Lanis Boulders","6/14/17",165,"2017","N/A",5,"Boulder 3",17,"eradication"
"550","Lanis Boulders","6/14/17",165,"2017","N/A",5,"Boulder 3",20,"eradication"
"551","Lanis Boulders","6/14/17",165,"2017","N/A",5,"Boulder 3",19,"eradication"
"552","Lanis Boulders","6/14/17",165,"2017","N/A",5,"Boulder 3",17,"eradication"
"553","Lanis Boulders","6/14/17",165,"2017","N/A",6,"Boulder 2",15,"eradication"
"554","Lanis Boulders","6/14/17",165,"2017","N/A",6,"Boulder 2",17,"eradication"
"555","Lanis Boulders","6/14/17",165,"2017","N/A",9,"Boulder 2",15,"eradication"
"556","Lanis Boulders","6/14/17",165,"2017","N/A",9,"Boulder 2",18,"eradication"
"557","Lanis Boulders","6/14/17",165,"2017","N/A",9,"Boulder 2",20,"eradication"
"558","Lanis Boulders","6/14/17",165,"2017","N/A",9,"Boulder 2",16,"eradication"
"559","Lanis Boulders","6/14/17",165,"2017","N/A",9,"Boulder 2",14,"eradication"
"560","Lanis Boulders","6/14/17",165,"2017","N/A",9,"Boulder 2",17,"eradication"
"561","Lanis Boulders","6/14/17",165,"2017","N/A",9,"Boulder 2",11,"eradication"
"562","Hilarita","6/23/17",174,"2017","1.5",1,"0",22,"control"
"563","Hilarita","6/23/17",174,"2017","1.5",1,"0",18,"control"
"564","Hilarita","6/23/17",174,"2017","1.5",1,"0",17,"control"
"565","Hilarita","6/23/17",174,"2017","1.5",3,"6",17,"control"
"566","Hilarita","6/23/17",174,"2017","1.5",3,"6",19,"control"
"567","Hilarita","6/23/17",174,"2017","1.5",3,"6",16,"control"
"568","Hilarita","6/23/17",174,"2017","1.5",4,"9",16,"control"
"569","Hilarita","6/23/17",174,"2017","1.5",4,"9",15,"control"
"570","Hilarita","6/23/17",174,"2017","1.5",4,"9",18,"control"
"571","Hilarita","6/23/17",174,"2017","1.5",4,"9",16,"control"
"572","Hilarita","9/19/17",262,"2017","1.5",1,"29",24,"control"
"573","Hilarita","9/19/17",262,"2017","1.5",1,"29",26,"control"
"574","Hilarita","9/19/17",262,"2017","1.5",1,"29",26,"control"
"575","Hilarita","9/19/17",262,"2017","1.5",1,"29",24,"control"
"576","Hilarita","9/19/17",262,"2017","1.5",1,"29",22,"control"
"577","Hilarita","9/19/17",262,"2017","1.5",1,"29",21,"control"
"578","Hilarita","9/19/17",262,"2017","1.5",1,"29",27,"control"
"579","Hilarita","9/19/17",262,"2017","1.5",1,"29",26,"control"
"580","Hilarita","9/19/17",262,"2017","1.5",1,"29",23,"control"
"581","Hilarita","9/19/17",262,"2017","1.5",1,"29",27,"control"
"582","Hilarita","9/19/17",262,"2017","1.5",2,"26",24,"control"
"583","Hilarita","9/19/17",262,"2017","1.5",2,"26",24,"control"
"584","Hilarita","9/19/17",262,"2017","1.5",3,"23",20,"control"
"585","Hilarita","9/19/17",262,"2017","1.5",3,"23",22,"control"
"586","Hilarita","9/19/17",262,"2017","1.5",3,"23",18,"control"
"587","Hilarita","9/19/17",262,"2017","1.5",3,"23",22,"control"
"588","Hilarita","9/19/17",262,"2017","1.5",3,"23",23,"control"
"589","Hilarita","9/19/17",262,"2017","1.5",4,"21",29,"control"
"590","Lanis Boulders","9/21/17",264,"2017",NA,1,"",24,"eradication"
"591","Lanis Boulders","9/21/17",264,"2017",NA,1,"",19,"eradication"
"592","Lanis Boulders","9/21/17",264,"2017",NA,1,"",9,"eradication"
"593","Lanis Boulders","9/21/17",264,"2017",NA,1,"",10,"eradication"
"594","Lanis Boulders","9/21/17",264,"2017",NA,1,"",21,"eradication"
"595","Lanis Boulders","9/21/17",264,"2017",NA,1,"",18,"eradication"
"596","Lanis Boulders","9/21/17",264,"2017",NA,1,"",19,"eradication"
"597","Lanis Boulders","9/21/17",264,"2017",NA,1,"",15,"eradication"
"598","Lanis Boulders","9/21/17",264,"2017",NA,1,"",14,"eradication"
"599","Lanis Boulders","9/21/17",264,"2017",NA,1,"",11,"eradication"
"600","Lanis Boulders","9/21/17",264,"2017",NA,2,"",9,"eradication"
"601","Lanis Boulders","9/21/17",264,"2017",NA,2,"",14,"eradication"
"602","Lanis Boulders","9/21/17",264,"2017",NA,2,"",7,"eradication"
"603","Lanis Boulders","9/21/17",264,"2017",NA,2,"",19,"eradication"
"604","Lanis Boulders","9/21/17",264,"2017",NA,2,"",11,"eradication"
"605","Lanis Boulders","9/21/17",264,"2017",NA,2,"",9,"eradication"
"606","Lanis Boulders","9/21/17",264,"2017",NA,2,"",8,"eradication"
"607","Lanis Boulders","9/21/17",264,"2017",NA,2,"",10,"eradication"
"608","Lanis Boulders","9/21/17",264,"2017",NA,2,"",6,"eradication"
"609","Lanis Boulders","9/21/17",264,"2017",NA,2,"",9,"eradication"
"610","Lanis Boulders","9/21/17",264,"2017",NA,3,"",21,"eradication"
"611","Lanis Boulders","9/21/17",264,"2017",NA,3,"",25,"eradication"
"612","Lanis Boulders","9/21/17",264,"2017",NA,3,"",19,"eradication"
"613","Lanis Boulders","9/21/17",264,"2017",NA,3,"",23,"eradication"
"614","Lanis Boulders","9/21/17",264,"2017",NA,3,"",25,"eradication"
"615","Lanis Boulders","9/21/17",264,"2017",NA,3,"",24,"eradication"
"616","Lanis Boulders","9/21/17",264,"2017",NA,3,"",25,"eradication"
"617","Lanis Boulders","9/21/17",264,"2017",NA,3,"",26,"eradication"
"618","Lanis Boulders","9/21/17",264,"2017",NA,3,"",23,"eradication"
"619","Lanis Boulders","9/21/17",264,"2017",NA,3,"",22,"eradication"
"620","Lanis Boulders","9/21/17",264,"2017",NA,4,"",13,"eradication"
"621","Lanis Boulders","9/21/17",264,"2017",NA,4,"",19,"eradication"
"622","Lanis Boulders","9/21/17",264,"2017",NA,4,"",8,"eradication"
"623","Lanis Boulders","9/21/17",264,"2017",NA,4,"",14,"eradication"
"624","Lanis Boulders","9/21/17",264,"2017",NA,4,"",12,"eradication"
"625","Lanis Boulders","9/21/17",264,"2017",NA,4,"",7,"eradication"
"626","Lanis Boulders","9/21/17",264,"2017",NA,4,"",23,"eradication"
"627","Lanis Boulders","9/21/17",264,"2017",NA,4,"",8,"eradication"
"628","Lanis Boulders","9/21/17",264,"2017",NA,4,"",22,"eradication"
"629","Lanis Boulders","9/21/17",264,"2017",NA,4,"",8,"eradication"
"630","Lanis Boulders","9/21/17",264,"2017",NA,5,"",25,"eradication"
"631","Lanis Boulders","9/21/17",264,"2017",NA,5,"",11,"eradication"
"632","Lanis Boulders","9/21/17",264,"2017",NA,5,"",6,"eradication"
"633","Lanis Boulders","9/21/17",264,"2017",NA,5,"",11,"eradication"
"634","Lanis Boulders","9/21/17",264,"2017",NA,5,"",28,"eradication"
"635","Lanis Boulders","9/21/17",264,"2017",NA,5,"",13,"eradication"
"636","Lanis Boulders","9/21/17",264,"2017",NA,5,"",10,"eradication"
"637","Lanis Boulders","9/21/17",264,"2017",NA,5,"",28,"eradication"
"638","Lanis Boulders","9/21/17",264,"2017",NA,5,"",8,"eradication"
"639","Lanis Boulders","9/21/17",264,"2017",NA,5,"",7,"eradication"
"640","Lanis Boulders","9/21/17",264,"2017",NA,6,"",20,"eradication"
"641","Lanis Boulders","9/21/17",264,"2017",NA,6,"",11,"eradication"
"642","Lanis Boulders","9/21/17",264,"2017",NA,6,"",24,"eradication"
"643","Lanis Boulders","9/21/17",264,"2017",NA,6,"",12,"eradication"
"644","Lanis Boulders","9/21/17",264,"2017",NA,6,"",18,"eradication"
"645","Lanis Boulders","9/21/17",264,"2017",NA,6,"",7,"eradication"
"646","Lanis Boulders","9/21/17",264,"2017",NA,6,"",15,"eradication"
"647","Lanis Boulders","9/21/17",264,"2017",NA,6,"",14,"eradication"
"648","Lanis Boulders","9/21/17",264,"2017",NA,6,"",7,"eradication"
"649","Lanis Boulders","9/21/17",264,"2017",NA,6,"",5,"eradication"
"650","Lanis Boulders","9/21/17",264,"2017",NA,7,"",17,"eradication"
"651","Lanis Boulders","9/21/17",264,"2017",NA,7,"",13,"eradication"
"652","Lanis Boulders","9/21/17",264,"2017",NA,7,"",12,"eradication"
"653","Lanis Boulders","9/21/17",264,"2017",NA,7,"",7,"eradication"
"654","Lanis Boulders","9/21/17",264,"2017",NA,7,"",11,"eradication"
"655","Lanis Boulders","9/21/17",264,"2017",NA,7,"",21,"eradication"
"656","Lanis Boulders","9/21/17",264,"2017",NA,7,"",7,"eradication"
"657","Lanis Boulders","9/21/17",264,"2017",NA,7,"",10,"eradication"
"658","Lanis Boulders","9/21/17",264,"2017",NA,7,"",15,"eradication"
"659","Lanis Boulders","9/21/17",264,"2017",NA,7,"",25,"eradication"
"660","Lanis Boulders","9/21/17",264,"2017",NA,8,"",23,"eradication"
"661","Lanis Boulders","9/21/17",264,"2017",NA,8,"",25,"eradication"
"662","Lanis Boulders","9/21/17",264,"2017",NA,8,"",6,"eradication"
"663","Lanis Boulders","9/21/17",264,"2017",NA,8,"",8,"eradication"
"664","Lanis Boulders","9/21/17",264,"2017",NA,8,"",9,"eradication"
"665","Lanis Boulders","9/21/17",264,"2017",NA,8,"",5,"eradication"
"666","Lanis Boulders","9/21/17",264,"2017",NA,8,"",7,"eradication"
"667","Lanis Boulders","9/21/17",264,"2017",NA,8,"",8,"eradication"
"668","Lanis Boulders","9/21/17",264,"2017",NA,8,"",8,"eradication"
"669","Lanis Boulders","9/21/17",264,"2017",NA,8,"",8,"eradication"
"670","Lanis Boulders","9/21/17",264,"2017",NA,9,"",24,"eradication"
"671","Lanis Boulders","9/21/17",264,"2017",NA,9,"",11,"eradication"
"672","Lanis Boulders","9/21/17",264,"2017",NA,9,"",12,"eradication"
"673","Lanis Boulders","9/21/17",264,"2017",NA,9,"",20,"eradication"
"674","Lanis Boulders","9/21/17",264,"2017",NA,9,"",16,"eradication"
"675","Lanis Boulders","9/21/17",264,"2017",NA,9,"",10,"eradication"
"676","Lanis Boulders","9/21/17",264,"2017",NA,9,"",22,"eradication"
"677","Lanis Boulders","9/21/17",264,"2017",NA,9,"",22,"eradication"
"678","Lanis Boulders","9/21/17",264,"2017",NA,9,"",25,"eradication"
"679","Lanis Boulders","9/21/17",264,"2017",NA,9,"",17,"eradication"
"680","Aramburu Central","10/20/17",293,"2017","1.5",1,"0",24,"eradication"
"681","Aramburu Central","10/20/17",293,"2017","1.5",2,"3",25,"eradication"
"682","Aramburu Central","10/20/17",293,"2017","1.5",2,"3",20,"eradication"
"683","Aramburu Central","10/20/17",293,"2017","1.5",4,"9",21,"eradication"
"684","Aramburu Central","10/20/17",293,"2017","1.5",4,"9",7,"eradication"
"685","Aramburu Central","10/20/17",293,"2017","1.5",4,"9",6,"eradication"
"686","Aramburu Central","10/20/17",293,"2017","1.5",4,"9",6,"eradication"
"687","Aramburu Central","10/20/17",293,"2017","1.5",4,"9",25,"eradication"
"688","Aramburu Central","10/20/17",293,"2017","1.5",5,"12",23,"eradication"
"689","Aramburu Central","10/20/17",293,"2017","1.5",5,"12",25,"eradication"
"690","Aramburu Central","10/20/17",293,"2017","1.5",5,"12",12,"eradication"
"691","Aramburu Central","10/20/17",293,"2017","1.5",5,"12",23,"eradication"
"692","Aramburu Central","10/20/17",293,"2017","1.5",5,"12",14,"eradication"
"693","Aramburu Central","10/20/17",293,"2017","1.5",6,"15",21,"eradication"
"694","Aramburu Central","10/20/17",293,"2017","1.5",6,"15",24,"eradication"
"695","Aramburu Central","10/20/17",293,"2017","1.5",6,"15",24,"eradication"
"696","Aramburu Central","10/20/17",293,"2017","1.5",6,"15",23,"eradication"
"697","Aramburu Central","10/20/17",293,"2017","1.5",6,"15",21,"eradication"
"698","Aramburu Central","10/20/17",293,"2017","1.5",6,"15",2,"eradication"
"699","Aramburu Central","10/20/17",293,"2017","1.5",7,"18",24,"eradication"
"700","Aramburu Central","10/20/17",293,"2017","1.5",7,"18",23,"eradication"
"701","Aramburu Central","10/20/17",293,"2017","1.5",7,"18",22,"eradication"
