Site,Date,day_of_year,year,Tidal elevation,quadrat number,quad distance,size
Lanis Beach,9/8/17,251,2017,1.5,7,18,18
Lanis Beach,9/8/17,251,2017,1.5,8,21,2
Lanis Beach,9/8/17,251,2017,1.5,9,24,23
Lanis Beach,9/8/17,251,2017,1.5,9,24,3
Lanis Beach,9/8/17,251,2017,1.5,10,27,20
Lanis Beach,9/8/17,251,2017,1.5,10,27,9
Lanis Boulders,6/14/17,165,2017,N/A,1,Boulder 4,17
Lanis Boulders,6/14/17,165,2017,N/A,1,Boulder 4,20
Lanis Boulders,6/14/17,165,2017,N/A,1,Boulder 4,18
Lanis Boulders,6/14/17,165,2017,N/A,1,Boulder 4,19
Lanis Boulders,6/14/17,165,2017,N/A,1,Boulder 4,18
Lanis Boulders,6/14/17,165,2017,N/A,1,Boulder 4,21
Lanis Boulders,6/14/17,165,2017,N/A,1,Boulder 4,20
Lanis Boulders,6/14/17,165,2017,N/A,1,Boulder 4,20
Lanis Boulders,6/14/17,165,2017,N/A,1,Boulder 4,22
Lanis Boulders,6/14/17,165,2017,N/A,1,Boulder 4,20
Lanis Boulders,6/14/17,165,2017,N/A,1,Boulder 4,22
Lanis Boulders,6/14/17,165,2017,N/A,1,Boulder 4,20
Lanis Boulders,6/14/17,165,2017,N/A,1,Boulder 4,23
Lanis Boulders,6/14/17,165,2017,N/A,1,Boulder 4,22
Lanis Boulders,6/14/17,165,2017,N/A,1,Boulder 4,21
Lanis Boulders,6/14/17,165,2017,N/A,1,Boulder 4,19
Lanis Boulders,6/14/17,165,2017,N/A,1,Boulder 4,20
Lanis Boulders,6/14/17,165,2017,N/A,1,Boulder 4,18
Lanis Boulders,6/14/17,165,2017,N/A,1,Boulder 4,21
Lanis Boulders,6/14/17,165,2017,N/A,1,Boulder 4,19
Lanis Boulders,6/14/17,165,2017,N/A,1,Boulder 4,15
Lanis Boulders,6/14/17,165,2017,N/A,2,Boulder 4,19
Lanis Boulders,6/14/17,165,2017,N/A,2,Boulder 4,17
Lanis Boulders,6/14/17,165,2017,N/A,2,Boulder 4,19
Lanis Boulders,6/14/17,165,2017,N/A,2,Boulder 4,20
Lanis Boulders,6/14/17,165,2017,N/A,2,Boulder 4,19
Lanis Boulders,6/14/17,165,2017,N/A,3,Boulder 3,19
Lanis Boulders,6/14/17,165,2017,N/A,3,Boulder 3,19
Lanis Boulders,6/14/17,165,2017,N/A,3,Boulder 3,20
Lanis Boulders,6/14/17,165,2017,N/A,3,Boulder 3,23
Lanis Boulders,6/14/17,165,2017,N/A,3,Boulder 3,24
Lanis Boulders,6/14/17,165,2017,N/A,3,Boulder 3,18
Lanis Boulders,6/14/17,165,2017,N/A,3,Boulder 3,19
Lanis Boulders,6/14/17,165,2017,N/A,3,Boulder 3,17
Lanis Boulders,6/14/17,165,2017,N/A,3,Boulder 3,19
Lanis Boulders,6/14/17,165,2017,N/A,3,Boulder 3,19
Lanis Boulders,6/14/17,165,2017,N/A,3,Boulder 3,21
Lanis Boulders,6/14/17,165,2017,N/A,3,Boulder 3,22
Lanis Boulders,6/14/17,165,2017,N/A,3,Boulder 3,19
Lanis Boulders,6/14/17,165,2017,N/A,3,Boulder 3,18
Lanis Boulders,6/14/17,165,2017,N/A,4,Boulder 3,21
Lanis Boulders,6/14/17,165,2017,N/A,4,Boulder 3,21
Lanis Boulders,6/14/17,165,2017,N/A,4,Boulder 3,19
Lanis Boulders,6/14/17,165,2017,N/A,4,Boulder 3,16
Lanis Boulders,6/14/17,165,2017,N/A,4,Boulder 3,23
Lanis Boulders,6/14/17,165,2017,N/A,4,Boulder 3,16
Lanis Boulders,6/14/17,165,2017,N/A,4,Boulder 3,19
Lanis Boulders,6/14/17,165,2017,N/A,4,Boulder 3,19
Lanis Boulders,6/14/17,165,2017,N/A,4,Boulder 3,21
Lanis Boulders,6/14/17,165,2017,N/A,4,Boulder 3,17
Lanis Boulders,6/14/17,165,2017,N/A,4,Boulder 3,17
Lanis Boulders,6/14/17,165,2017,N/A,4,Boulder 3,15
Lanis Boulders,6/14/17,165,2017,N/A,4,Boulder 3,18
Lanis Boulders,6/14/17,165,2017,N/A,4,Boulder 3,20
Lanis Boulders,6/14/17,165,2017,N/A,4,Boulder 3,19
Lanis Boulders,6/14/17,165,2017,N/A,4,Boulder 3,21
Lanis Boulders,6/14/17,165,2017,N/A,4,Boulder 3,16
Lanis Boulders,6/14/17,165,2017,N/A,4,Boulder 3,17
Lanis Boulders,6/14/17,165,2017,N/A,4,Boulder 3,20
Lanis Boulders,6/14/17,165,2017,N/A,4,Boulder 3,19
Lanis Boulders,6/14/17,165,2017,N/A,5,Boulder 3,21
Lanis Boulders,6/14/17,165,2017,N/A,5,Boulder 3,18
Lanis Boulders,6/14/17,165,2017,N/A,5,Boulder 3,21
Lanis Boulders,6/14/17,165,2017,N/A,5,Boulder 3,21
Lanis Boulders,6/14/17,165,2017,N/A,5,Boulder 3,17
Lanis Boulders,6/14/17,165,2017,N/A,5,Boulder 3,20
Lanis Boulders,6/14/17,165,2017,N/A,5,Boulder 3,19
Lanis Boulders,6/14/17,165,2017,N/A,5,Boulder 3,17
Lanis Boulders,6/14/17,165,2017,N/A,6,Boulder 2,15
Lanis Boulders,6/14/17,165,2017,N/A,6,Boulder 2,17
Lanis Boulders,6/14/17,165,2017,N/A,9,Boulder 2,15
Lanis Boulders,6/14/17,165,2017,N/A,9,Boulder 2,18
Lanis Boulders,6/14/17,165,2017,N/A,9,Boulder 2,20
Lanis Boulders,6/14/17,165,2017,N/A,9,Boulder 2,16
Lanis Boulders,6/14/17,165,2017,N/A,9,Boulder 2,14
Lanis Boulders,6/14/17,165,2017,N/A,9,Boulder 2,17
Lanis Boulders,6/14/17,165,2017,N/A,9,Boulder 2,11
Hilarita,6/23/17,174,2017,1.5,1,0,22
Hilarita,6/23/17,174,2017,1.5,1,0,18
Hilarita,6/23/17,174,2017,1.5,1,0,17
Hilarita,6/23/17,174,2017,1.5,3,6,17
Hilarita,6/23/17,174,2017,1.5,3,6,19
Hilarita,6/23/17,174,2017,1.5,3,6,16
Hilarita,6/23/17,174,2017,1.5,4,9,16
Hilarita,6/23/17,174,2017,1.5,4,9,15
Hilarita,6/23/17,174,2017,1.5,4,9,18
Hilarita,6/23/17,174,2017,1.5,4,9,16
Hilarita,9/19/17,262,2017,1.5,1,29,24
Hilarita,9/19/17,262,2017,1.5,1,29,26
Hilarita,9/19/17,262,2017,1.5,1,29,26
Hilarita,9/19/17,262,2017,1.5,1,29,24
Hilarita,9/19/17,262,2017,1.5,1,29,22
Hilarita,9/19/17,262,2017,1.5,1,29,21
Hilarita,9/19/17,262,2017,1.5,1,29,27
Hilarita,9/19/17,262,2017,1.5,1,29,26
Hilarita,9/19/17,262,2017,1.5,1,29,23
Hilarita,9/19/17,262,2017,1.5,1,29,27
Hilarita,9/19/17,262,2017,1.5,2,26,24
Hilarita,9/19/17,262,2017,1.5,2,26,24
Hilarita,9/19/17,262,2017,1.5,3,23,20
Hilarita,9/19/17,262,2017,1.5,3,23,22
Hilarita,9/19/17,262,2017,1.5,3,23,18
Hilarita,9/19/17,262,2017,1.5,3,23,22
Hilarita,9/19/17,262,2017,1.5,3,23,23
Hilarita,9/19/17,262,2017,1.5,4,21,29
Lanis Boulders,9/21/17,264,2017,NA,1,,24
Lanis Boulders,9/21/17,264,2017,NA,1,,19
Lanis Boulders,9/21/17,264,2017,NA,1,,9
Lanis Boulders,9/21/17,264,2017,NA,1,,10
Lanis Boulders,9/21/17,264,2017,NA,1,,21
Lanis Boulders,9/21/17,264,2017,NA,1,,18
Lanis Boulders,9/21/17,264,2017,NA,1,,19
Lanis Boulders,9/21/17,264,2017,NA,1,,15
Lanis Boulders,9/21/17,264,2017,NA,1,,14
Lanis Boulders,9/21/17,264,2017,NA,1,,11
Lanis Boulders,9/21/17,264,2017,NA,2,,9
Lanis Boulders,9/21/17,264,2017,NA,2,,14
Lanis Boulders,9/21/17,264,2017,NA,2,,7
Lanis Boulders,9/21/17,264,2017,NA,2,,19
Lanis Boulders,9/21/17,264,2017,NA,2,,11
Lanis Boulders,9/21/17,264,2017,NA,2,,9
Lanis Boulders,9/21/17,264,2017,NA,2,,8
Lanis Boulders,9/21/17,264,2017,NA,2,,10
Lanis Boulders,9/21/17,264,2017,NA,2,,6
Lanis Boulders,9/21/17,264,2017,NA,2,,9
Lanis Boulders,9/21/17,264,2017,NA,3,,21
Lanis Boulders,9/21/17,264,2017,NA,3,,25
Lanis Boulders,9/21/17,264,2017,NA,3,,19
Lanis Boulders,9/21/17,264,2017,NA,3,,23
Lanis Boulders,9/21/17,264,2017,NA,3,,25
Lanis Boulders,9/21/17,264,2017,NA,3,,24
Lanis Boulders,9/21/17,264,2017,NA,3,,25
Lanis Boulders,9/21/17,264,2017,NA,3,,26
Lanis Boulders,9/21/17,264,2017,NA,3,,23
Lanis Boulders,9/21/17,264,2017,NA,3,,22
Lanis Boulders,9/21/17,264,2017,NA,4,,13
Lanis Boulders,9/21/17,264,2017,NA,4,,19
Lanis Boulders,9/21/17,264,2017,NA,4,,8
Lanis Boulders,9/21/17,264,2017,NA,4,,14
Lanis Boulders,9/21/17,264,2017,NA,4,,12
Lanis Boulders,9/21/17,264,2017,NA,4,,7
Lanis Boulders,9/21/17,264,2017,NA,4,,23
Lanis Boulders,9/21/17,264,2017,NA,4,,8
Lanis Boulders,9/21/17,264,2017,NA,4,,22
Lanis Boulders,9/21/17,264,2017,NA,4,,8
Lanis Boulders,9/21/17,264,2017,NA,5,,25
Lanis Boulders,9/21/17,264,2017,NA,5,,11
Lanis Boulders,9/21/17,264,2017,NA,5,,6
Lanis Boulders,9/21/17,264,2017,NA,5,,11
Lanis Boulders,9/21/17,264,2017,NA,5,,28
Lanis Boulders,9/21/17,264,2017,NA,5,,13
Lanis Boulders,9/21/17,264,2017,NA,5,,10
Lanis Boulders,9/21/17,264,2017,NA,5,,28
Lanis Boulders,9/21/17,264,2017,NA,5,,8
Lanis Boulders,9/21/17,264,2017,NA,5,,7
Lanis Boulders,9/21/17,264,2017,NA,6,,20
Lanis Boulders,9/21/17,264,2017,NA,6,,11
Lanis Boulders,9/21/17,264,2017,NA,6,,24
Lanis Boulders,9/21/17,264,2017,NA,6,,12
Lanis Boulders,9/21/17,264,2017,NA,6,,18
Lanis Boulders,9/21/17,264,2017,NA,6,,7
Lanis Boulders,9/21/17,264,2017,NA,6,,15
Lanis Boulders,9/21/17,264,2017,NA,6,,14
Lanis Boulders,9/21/17,264,2017,NA,6,,7
Lanis Boulders,9/21/17,264,2017,NA,6,,5
Lanis Boulders,9/21/17,264,2017,NA,7,,17
Lanis Boulders,9/21/17,264,2017,NA,7,,13
Lanis Boulders,9/21/17,264,2017,NA,7,,12
Lanis Boulders,9/21/17,264,2017,NA,7,,7
Lanis Boulders,9/21/17,264,2017,NA,7,,11
Lanis Boulders,9/21/17,264,2017,NA,7,,21
Lanis Boulders,9/21/17,264,2017,NA,7,,7
Lanis Boulders,9/21/17,264,2017,NA,7,,10
Lanis Boulders,9/21/17,264,2017,NA,7,,15
Lanis Boulders,9/21/17,264,2017,NA,7,,25
Lanis Boulders,9/21/17,264,2017,NA,8,,23
Lanis Boulders,9/21/17,264,2017,NA,8,,25
Lanis Boulders,9/21/17,264,2017,NA,8,,6
Lanis Boulders,9/21/17,264,2017,NA,8,,8
Lanis Boulders,9/21/17,264,2017,NA,8,,9
Lanis Boulders,9/21/17,264,2017,NA,8,,5
Lanis Boulders,9/21/17,264,2017,NA,8,,7
Lanis Boulders,9/21/17,264,2017,NA,8,,8
Lanis Boulders,9/21/17,264,2017,NA,8,,8
Lanis Boulders,9/21/17,264,2017,NA,8,,8
Lanis Boulders,9/21/17,264,2017,NA,9,,24
Lanis Boulders,9/21/17,264,2017,NA,9,,11
Lanis Boulders,9/21/17,264,2017,NA,9,,12
Lanis Boulders,9/21/17,264,2017,NA,9,,20
Lanis Boulders,9/21/17,264,2017,NA,9,,16
Lanis Boulders,9/21/17,264,2017,NA,9,,10
Lanis Boulders,9/21/17,264,2017,NA,9,,22
Lanis Boulders,9/21/17,264,2017,NA,9,,22
Lanis Boulders,9/21/17,264,2017,NA,9,,25
Lanis Boulders,9/21/17,264,2017,NA,9,,17
Aramburu Central,10/20/17,293,2017,1.5,1,0,24
Aramburu Central,10/20/17,293,2017,1.5,2,3,25
Aramburu Central,10/20/17,293,2017,1.5,2,3,20
Aramburu Central,10/20/17,293,2017,1.5,4,9,21
Aramburu Central,10/20/17,293,2017,1.5,4,9,7
Aramburu Central,10/20/17,293,2017,1.5,4,9,6
Aramburu Central,10/20/17,293,2017,1.5,4,9,6
Aramburu Central,10/20/17,293,2017,1.5,4,9,25
Aramburu Central,10/20/17,293,2017,1.5,5,12,23
Aramburu Central,10/20/17,293,2017,1.5,5,12,25
Aramburu Central,10/20/17,293,2017,1.5,5,12,12
Aramburu Central,10/20/17,293,2017,1.5,5,12,23
Aramburu Central,10/20/17,293,2017,1.5,5,12,14
Aramburu Central,10/20/17,293,2017,1.5,6,15,21
Aramburu Central,10/20/17,293,2017,1.5,6,15,24
Aramburu Central,10/20/17,293,2017,1.5,6,15,24
Aramburu Central,10/20/17,293,2017,1.5,6,15,23
Aramburu Central,10/20/17,293,2017,1.5,6,15,21
Aramburu Central,10/20/17,293,2017,1.5,6,15,2
Aramburu Central,10/20/17,293,2017,1.5,7,18,24
Aramburu Central,10/20/17,293,2017,1.5,7,18,23
Aramburu Central,10/20/17,293,2017,1.5,7,18,22
Aramburu Central,10/20/17,293,2017,1.5,7,18,13
Aramburu Central,10/20/17,293,2017,1.5,8,21,25
Aramburu Central,10/20/17,293,2017,1.5,9,24,10
Aramburu Central,10/20/17,293,2017,1.5,9,24,11
Aramburu Central,10/20/17,293,2017,1.5,9,24,8
Aramburu Central,10/20/17,293,2017,1.5,9,24,23
Aramburu Central,10/20/17,293,2017,1.5,10,27,25
Aramburu Central,10/20/17,293,2017,1.5,10,27,21
Aramburu Central,10/20/17,293,2017,1.5,10,27,21
Aramburu Central,10/20/17,293,2017,2.5,1,0,9
Aramburu Central,10/20/17,293,2017,2.5,1,0,25
Aramburu Central,10/20/17,293,2017,2.5,1,0,22
Aramburu Central,10/20/17,293,2017,2.5,1,0,20
Aramburu Central,10/20/17,293,2017,2.5,1,0,19
Aramburu Central,10/20/17,293,2017,2.5,1,0,24
Aramburu Central,10/20/17,293,2017,2.5,1,0,21
Aramburu Central,10/20/17,293,2017,2.5,5,12,10
Aramburu Central,10/20/17,293,2017,2.5,5,12,20
Aramburu Central,10/20/17,293,2017,2.5,5,12,19
Aramburu Central,10/20/17,293,2017,2.5,5,12,22
Aramburu Central,10/20/17,293,2017,2.5,5,12,4
Aramburu Central,10/20/17,293,2017,2.5,5,12,7
Aramburu South,10/19/17,292,2017,1.5,2,3,21
Aramburu South,10/19/17,292,2017,1.5,2,3,11
Aramburu South,10/19/17,292,2017,1.5,3,6,6
Aramburu South,10/19/17,292,2017,1.5,3,6,7
Aramburu South,10/19/17,292,2017,1.5,3,6,10
Aramburu South,10/19/17,292,2017,1.5,3,6,5
Aramburu South,10/19/17,292,2017,1.5,3,6,9
Aramburu South,10/19/17,292,2017,1.5,3,6,5
Aramburu South,10/19/17,292,2017,1.5,3,6,5
Aramburu South,10/19/17,292,2017,1.5,3,6,5
Aramburu South,10/19/17,292,2017,1.5,3,6,8
Aramburu South,10/19/17,292,2017,1.5,3,6,14
Aramburu South,10/19/17,292,2017,1.5,4,9,13
Aramburu South,10/19/17,292,2017,1.5,4,9,27
Aramburu South,10/19/17,292,2017,1.5,4,9,25
Aramburu South,10/19/17,292,2017,1.5,4,9,25
Aramburu South,10/19/17,292,2017,1.5,4,9,25
Aramburu South,10/19/17,292,2017,1.5,4,9,11
Aramburu South,10/19/17,292,2017,1.5,4,9,8
Aramburu South,10/19/17,292,2017,1.5,4,9,5
Aramburu South,10/19/17,292,2017,2.5,2,3,26
Aramburu South,10/19/17,292,2017,2.5,7,18,19
Aramburu South,10/19/17,292,2017,2.5,7,18,27
Aramburu South,10/19/17,292,2017,2.5,10,25,27
Aramburu South,12/17/17,351,2017,1.5,1,,9
Aramburu South,12/17/17,351,2017,1.5,1,,6
Aramburu South,12/17/17,351,2017,1.5,1,,5
Aramburu South,12/17/17,351,2017,1.5,1,,12
Aramburu South,12/17/17,351,2017,1.5,1,,11
Aramburu South,12/17/17,351,2017,1.5,3,,25
Aramburu South,12/17/17,351,2017,1.5,3,,5
Aramburu South,12/17/17,351,2017,1.5,3,,6
Aramburu South,12/17/17,351,2017,1.5,3,,6
Aramburu South,12/17/17,351,2017,1.5,3,,8
Aramburu South,12/17/17,351,2017,1.5,3,,7
Aramburu South,12/17/17,351,2017,1.5,7,,6
Aramburu South,12/17/17,351,2017,1.5,7,,23
Aramburu South,12/17/17,351,2017,1.5,8,,9
Aramburu South,12/17/17,351,2017,1.5,8,,5
Aramburu South,12/17/17,351,2017,2.5,10,,27
Aramburu South,12/17/17,351,2017,2.5,10,,24
Cove,12/4/17,338,2017,1.5,1,,24
Cove,12/4/17,338,2017,1.5,1,,13
Cove,12/4/17,338,2017,1.5,1,,12
Cove,12/4/17,338,2017,1.5,1,,25
Cove,12/4/17,338,2017,1.5,1,,14
Cove,12/4/17,338,2017,1.5,1,,23
Cove,12/4/17,338,2017,1.5,1,,7
Cove,12/4/17,338,2017,1.5,1,,23
Cove,12/4/17,338,2017,1.5,1,,20
Cove,12/4/17,338,2017,1.5,1,,12
Cove,12/4/17,338,2017,1.5,2,,14
Cove,12/4/17,338,2017,1.5,3,,11
Cove,12/4/17,338,2017,1.5,3,,11
Cove,12/4/17,338,2017,1.5,3,,7
Cove,12/4/17,338,2017,1.5,4,,19
Cove,12/4/17,338,2017,1.5,4,,18
Cove,12/4/17,338,2017,1.5,4,,19
Cove,12/4/17,338,2017,1.5,4,,20
Cove,12/4/17,338,2017,1.5,5,,7
Cove,12/4/17,338,2017,1.5,5,,7
Cove,12/4/17,338,2017,1.5,5,,7
Cove,12/4/17,338,2017,1.5,5,,5
Cove,12/4/17,338,2017,1.5,5,,8
Cove,12/4/17,338,2017,1.5,5,,5
Cove,12/4/17,338,2017,1.5,5,,11
Cove,12/4/17,338,2017,1.5,5,,12
Cove,12/4/17,338,2017,1.5,5,,12
Cove,12/4/17,338,2017,1.5,5,,6
Cove,12/4/17,338,2017,1.5,6,,25
Cove,12/4/17,338,2017,1.5,8,,22
Cove,12/4/17,338,2017,1.5,8,,8
Cove,12/4/17,338,2017,1.5,8,,21
Cove,12/4/17,338,2017,1.5,8,,12
Cove,12/4/17,338,2017,1.5,8,,7
Cove,12/4/17,338,2017,1.5,8,,8
Cove,12/4/17,338,2017,1.5,8,,6
Cove,12/4/17,338,2017,1.5,8,,5
Cove,12/4/17,338,2017,1.5,8,,6
Cove,12/4/17,338,2017,1.5,8,,6
Cove,12/4/17,338,2017,1.5,7,,10
Cove,12/4/17,338,2017,1.5,9,,9
Cove,12/4/17,338,2017,1.5,10,,3
Cove,12/4/17,338,2017,1.5,10,,4
Cove,12/4/17,338,2017,1.5,10,,8
Cove,12/4/17,338,2017,1.5,10,,7
Cove,12/4/17,338,2017,1.5,10,,24
Cove,12/4/17,338,2017,1.5,10,,13
Cove,12/4/17,338,2017,1.5,10,,8
Cove,12/4/17,338,2017,1.5,10,,11
Cove,12/4/17,338,2017,1.5,10,,9
Cove,12/4/17,338,2017,1.5,10,,9
Lanis Beach,12/4/17,338,2017,1.5,1,,4
Lanis Beach,12/4/17,338,2017,1.5,1,,5
Lanis Beach,12/4/17,338,2017,1.5,1,,15
Lanis Beach,12/4/17,338,2017,1.5,1,,12
Lanis Beach,12/4/17,338,2017,1.5,1,,7
Lanis Beach,12/4/17,338,2017,1.5,1,,6
Lanis Beach,12/4/17,338,2017,1.5,1,,4
Lanis Beach,12/4/17,338,2017,1.5,1,,6
Lanis Beach,12/4/17,338,2017,1.5,1,,4
Lanis Beach,12/4/17,338,2017,1.5,1,,25
Lanis Beach,12/4/17,338,2017,1.5,2,,27
Lanis Beach,12/4/17,338,2017,1.5,2,,11
Lanis Beach,12/4/17,338,2017,1.5,2,,6
Lanis Beach,12/4/17,338,2017,1.5,2,,9
Lanis Beach,12/4/17,338,2017,1.5,2,,9
Lanis Beach,12/4/17,338,2017,1.5,2,,18
Lanis Beach,12/4/17,338,2017,1.5,2,,9
Lanis Beach,12/4/17,338,2017,1.5,2,,24
Lanis Beach,12/4/17,338,2017,1.5,2,,7
Lanis Beach,12/4/17,338,2017,1.5,2,,4
Lanis Beach,12/4/17,338,2017,1.5,3,,24
Lanis Beach,12/4/17,338,2017,1.5,3,,15
Lanis Beach,12/4/17,338,2017,1.5,3,,10
Lanis Beach,12/4/17,338,2017,1.5,3,,8
Lanis Beach,12/4/17,338,2017,1.5,3,,11
Lanis Beach,12/4/17,338,2017,1.5,3,,9
Lanis Beach,12/4/17,338,2017,1.5,3,,8
Lanis Beach,12/4/17,338,2017,1.5,3,,10
Lanis Beach,12/4/17,338,2017,1.5,3,,12
Lanis Beach,12/4/17,338,2017,1.5,3,,8
Lanis Beach,12/4/17,338,2017,1.5,8,,12
Lanis Beach,12/4/17,338,2017,1.5,8,,11
Lanis Beach,12/4/17,338,2017,1.5,8,,10
Lanis Beach,12/4/17,338,2017,1.5,8,,6
Lanis Beach,12/4/17,338,2017,1.5,8,,5
Lanis Beach,12/4/17,338,2017,1.5,8,,4
Lanis Beach,12/4/17,338,2017,1.5,10,,26
Lanis Beach,12/4/17,338,2017,1.5,10,,12
Lanis Beach,12/4/17,338,2017,1.5,10,,10
Lanis Beach,12/4/17,338,2017,1.5,10,,9
Lanis Beach,12/4/17,338,2017,1.5,10,,10
Lanis Beach,12/4/17,338,2017,1.5,10,,9
Lanis Beach,12/4/17,338,2017,1.5,10,,8
Lanis Beach,12/4/17,338,2017,1.5,10,,6
Lanis Beach,12/4/17,338,2017,1.5,10,,26
Lanis Beach,12/4/17,338,2017,1.5,10,,13
Lanis Boulders,12/14/17,348,2017,NA,1,,13
Lanis Boulders,12/14/17,348,2017,NA,1,,19
Lanis Boulders,12/14/17,348,2017,NA,1,,10
Lanis Boulders,12/14/17,348,2017,NA,1,,11
Lanis Boulders,12/14/17,348,2017,NA,1,,13
Lanis Boulders,12/14/17,348,2017,NA,1,,23
Lanis Boulders,12/14/17,348,2017,NA,1,,28
Lanis Boulders,12/14/17,348,2017,NA,1,,5
Lanis Boulders,12/14/17,348,2017,NA,1,,22
Lanis Boulders,12/14/17,348,2017,NA,1,,23
Lanis Boulders,12/14/17,348,2017,NA,1,,25
Lanis Boulders,12/14/17,348,2017,NA,3,,11
Lanis Boulders,12/14/17,348,2017,NA,4,,7
Lanis Boulders,12/14/17,348,2017,NA,4,,12
Lanis Boulders,12/14/17,348,2017,NA,7,,22
Lanis Boulders,12/14/17,348,2017,NA,7,,8
Lanis Boulders,12/14/17,348,2017,NA,7,,9
Lanis Boulders,12/14/17,348,2017,NA,8,,11
Lanis Boulders,12/14/17,348,2017,NA,8,,23
Lanis Boulders,12/14/17,348,2017,NA,8,,27
Lanis Boulders,12/14/17,348,2017,NA,8,,23
Lanis Boulders,12/14/17,348,2017,NA,8,,9
Lanis Boulders,12/14/17,348,2017,NA,8,,13
Lanis Boulders,12/14/17,348,2017,NA,8,,12
Lanis Boulders,12/14/17,348,2017,NA,8,,25
Lanis Boulders,12/14/17,348,2017,NA,8,,11
Lanis Boulders,12/14/17,348,2017,NA,8,,18
Lanis Boulders,12/14/17,348,2017,NA,9,,12
Lanis Boulders,12/14/17,348,2017,NA,9,,11
Lanis Boulders,12/14/17,348,2017,NA,9,,23
Lanis Boulders,12/14/17,348,2017,NA,9,,14
Lanis Boulders,12/14/17,348,2017,NA,9,,15
Lanis Boulders,12/14/17,348,2017,NA,9,,12
Lanis Boulders,12/14/17,348,2017,NA,9,,16
Lanis Boulders,12/14/17,348,2017,NA,9,,16
Lanis Boulders,12/14/17,348,2017,NA,9,,15
Lanis Boulders,12/14/17,348,2017,NA,9,,13
Blackies,12/14/17,348,2017,2.5,3,,24
Blackies,12/14/17,348,2017,2.5,3,,20
Blackies,12/14/17,348,2017,2.5,8,,24
Blackies,12/14/17,348,2017,2.5,8,,22
Aramburu Central,12/15/17,349,2017,1.5,1,,8
Aramburu Central,12/15/17,349,2017,1.5,2,,7
Aramburu Central,12/15/17,349,2017,1.5,2,,9
Aramburu Central,12/15/17,349,2017,1.5,2,,17
Aramburu Central,12/15/17,349,2017,1.5,2,,24
Aramburu Central,12/15/17,349,2017,1.5,2,,8
Aramburu Central,12/15/17,349,2017,1.5,2,,10
Aramburu Central,12/15/17,349,2017,1.5,3,,22
Aramburu Central,12/15/17,349,2017,1.5,3,,10
Aramburu Central,12/15/17,349,2017,1.5,3,,7
Aramburu Central,12/15/17,349,2017,1.5,3,,6
Aramburu Central,12/15/17,349,2017,1.5,3,,5
Aramburu Central,12/15/17,349,2017,1.5,3,,5
Aramburu Central,12/15/17,349,2017,1.5,3,,5
Aramburu Central,12/15/17,349,2017,1.5,5,,10
Aramburu Central,12/15/17,349,2017,1.5,5,,7
Aramburu Central,12/15/17,349,2017,1.5,6,,7
Aramburu Central,12/15/17,349,2017,1.5,6,,7
Aramburu Central,12/15/17,349,2017,1.5,6,,8
Aramburu Central,12/15/17,349,2017,1.5,6,,17
Aramburu Central,12/15/17,349,2017,1.5,6,,7
Aramburu Central,12/15/17,349,2017,1.5,6,,24
Aramburu Central,12/15/17,349,2017,1.5,8,,24
Aramburu Central,12/15/17,349,2017,1.5,9,,8
Aramburu Central,12/15/17,349,2017,2.5,2,,3
Aramburu Central,12/15/17,349,2017,2.5,2,,4
Aramburu Central,12/15/17,349,2017,2.5,2,,10
Aramburu Central,12/15/17,349,2017,2.5,3,,5
Aramburu Central,12/15/17,349,2017,2.5,3,,6
Aramburu Central,12/15/17,349,2017,2.5,3,,20
Aramburu Central,12/15/17,349,2017,2.5,3,,18
Aramburu Central,12/15/17,349,2017,2.5,3,,20
Aramburu Central,12/15/17,349,2017,2.5,3,,22
Aramburu Central,12/15/17,349,2017,2.5,3,,19
Aramburu Central,12/15/17,349,2017,2.5,9,,10
Aramburu Central,12/15/17,349,2017,2.5,9,,8
Hilarita,5/2/18,122,2018,1.5,2,,10
Hilarita,5/2/18,122,2018,1.5,2,,8
Hilarita,5/2/18,122,2018,1.5,3,,23
Hilarita,5/2/18,122,2018,1.5,3,,27
Hilarita,5/2/18,122,2018,1.5,3,,26
Hilarita,5/2/18,122,2018,1.5,5,,29
Hilarita,5/2/18,122,2018,1.5,5,,21
Hilarita,5/2/18,122,2018,1.5,7,,22
Hilarita,5/2/18,122,2018,1.5,8,,24
Hilarita,5/2/18,122,2018,1.5,8,,25
Hilarita,5/2/18,122,2018,1.5,8,,27
Hilarita,5/2/18,122,2018,1.5,8,,24
Hilarita,5/2/18,122,2018,1.5,8,,25
Hilarita,5/2/18,122,2018,1.5,8,,21
Hilarita,5/2/18,122,2018,1.5,10,,24
Hilarita,5/2/18,122,2018,2.5,9,,25
Hilarita,5/2/18,122,2018,2.5,9,,23
Hilarita,5/2/18,122,2018,2.5,9,,22
Hilarita,5/2/18,122,2018,2.5,9,,21
Lanis Beach,4/25/18,115,2018,1.5,1,,8
Lanis Beach,4/25/18,115,2018,1.5,1,,11
Lanis Beach,4/25/18,115,2018,1.5,1,,12
Lanis Beach,4/25/18,115,2018,1.5,1,,13
Lanis Beach,4/25/18,115,2018,1.5,7,,18
Lanis Beach,4/25/18,115,2018,1.5,7,,19
Lanis Boulders,4/25/18,115,2018,NA,1,,15
Lanis Boulders,4/25/18,115,2018,NA,1,,14
Lanis Boulders,4/25/18,115,2018,NA,1,,16
